rank,name,lowercase,gender,source_name,source,source_priority,frequency_code,source_row
1820,Rupal,rupal,,rupal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4726
1821,Rupam,rupam,,rupam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4728
1822,Rupan,rupan,,rupan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4729
1823,Rupen,rupen,,rupen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4731
1824,Ruppa,ruppa,,ruppa,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4737
1825,Rusan,rusan,,rusan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4738
1826,Ruvi,ruvi,,ruvi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4741
1827,Rvina,rvina,,rvina,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4743
1828,So,so,,s/o,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4745
1829,Saad,saad,,saad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4746
1830,Saalu,saalu,,saalu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4749
1831,Saana,saana,,saana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4750
1832,Saanu,saanu,,saanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4752
1833,Sabba,sabba,,sabba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4755
1834,Sabbo,sabbo,,sabbo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4759
1835,Sabbu,sabbu,,sabbu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4760
1836,Sabi,sabi,,sabi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4767
1837,Sabid,sabid,,sabid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4768
1838,Sabir,sabir,,sabir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4771
1839,Sablu,sablu,,sablu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4774
1840,Sabna,sabna,,sabna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4775
1841,Sabra,sabra,,sabra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4778
1842,Sachi,sachi,,sachi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4783
1843,Sadab,sadab,,sadab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4786
1844,Sadhu,sadhu,,sadhu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4794
1845,Sadik,sadik,,sadik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4795
1846,Sadip,sadip,,sadip,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4796
1847,Sadiq,sadiq,,sadiq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4797
1848,Sadod,sadod,,sadod,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4799
1849,Sadre,sadre,,sadre,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4800
1850,Sadur,sadur,,sadur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4801
1851,Safe,safe,,safe,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4804
1852,Safia,safia,,safia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4805
1853,Safiq,safiq,,safiq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4809
1854,Sagan,sagan,,sagan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4811
1855,Sagir,sagir,,sagir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4813
1856,Sagit,sagit,,sagit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4816
1857,Sahab,sahab,,sahab,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4820
1858,Sahar,sahar,,sahar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4830
1859,Saheb,saheb,,saheb,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4836
1860,Sahi,sahi,,sahi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4840
1861,Sahid,sahid,,sahid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4843
1862,Sahil,sahil,,sahil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4845
1863,Sahin,sahin,,sahin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4847
1864,Sahna,sahna,,sahna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4855
1865,Sahun,sahun,,sahun,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4864
1866,Said,said,,said,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4867
1867,Saida,saida,,saida,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4868
1868,Saif,saif,,saif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4873
1869,Saima,saima,,saima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4875
1870,Saira,saira,,saira,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4878
1871,Sajan,sajan,,sajan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4882
1872,Sajda,sajda,,sajda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4884
1873,Sajia,sajia,,sajia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4885
1874,Sajid,sajid,,sajid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4886
1875,Sajju,sajju,,sajju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4891
1876,Sajma,sajma,,sajma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4892
1877,Sajni,sajni,,sajni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4894
1878,Saka,saka,,saka,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4896
1879,Sakal,sakal,,sakal,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4897
1880,Saket,saket,,saket,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4901
1881,Sakib,sakib,,sakib,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4903
1882,Sakil,sakil,,sakil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4904
1883,Sakir,sakir,,sakir,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4907
1884,Saksi,saksi,,saksi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4911
1885,Saku,saku,,saku,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4912
1886,Salim,salim,,salim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4920
1887,Salin,salin,,salin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4922
1888,Sally,sally,,sally,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4925
1889,Salma,salma,,salma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4926
1890,Salmi,salmi,,salmi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4931
1891,Salu,salu,,salu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4934
1892,Sam,sam,,sam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4936
1893,Sama,sama,,sama,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4937
1894,Samad,samad,,samad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4938
1895,Samar,samar,,samar,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4943
1896,Samay,samay,,samay,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4944
1897,Same,same,,same,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4947
1898,Samer,samer,,samer,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4952
1899,Samim,samim,,samim,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4955
1900,Samit,samit,,samit,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4960
1901,Samon,samon,,samon,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4964
1902,Samra,samra,,samra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4967
1903,Samya,samya,,samya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4978
1904,San,san,,san,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4979
1905,Sana,sana,,sana,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4980
1906,Sanam,sanam,,sanam,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4982
1907,Sanat,sanat,,sanat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,4984
1908,Sanha,sanha,,sanha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5006
1909,Sania,sania,,sania,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5007
1910,Sanju,sanju,,sanju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5025
1911,Sanna,sanna,,sanna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5029
1912,Sanni,sanni,,sanni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5030
1913,Sanno,sanno,,sanno,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5031
1914,Sanny,sanny,,sanny,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5032
1915,Sano,sano,,sano,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5033
1916,Sanoj,sanoj,,sanoj,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5034
1917,Sant,sant,,sant,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5038
1918,Santi,santi,,santi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5040
1919,Santo,santo,,santo,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5043
1920,Santu,santu,,santu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5051
1921,Sanu,sanu,,sanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5052
1922,Sany,sany,,sany,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5054
1923,Sapan,sapan,,sapan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5055
1924,Sarad,sarad,,sarad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5061
1925,Sarah,sarah,,sarah,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5064
1926,Saral,saral,,saral,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5066
1927,Sarda,sarda,,sarda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5075
1928,Sarif,sarif,,sarif,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5083
1929,Sarik,sarik,,sarik,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5084
1930,Sarip,sarip,,sarip,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5086
1931,Sariq,sariq,,sariq,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5087
1932,Sarju,sarju,,sarju,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5091
1933,Saroz,saroz,,saroz,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5102
1934,Saru,saru,,saru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5108
1935,Saruf,saruf,,saruf,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5109
1936,Sashi,sashi,,sashi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5118
1937,Sat,sat,,sat,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5120
1938,Satan,satan,,satan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5121
1939,Sattu,sattu,,sattu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5138
1940,Satu,satu,,satu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5139
1941,Saud,saud,,saud,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5158
1942,Sauni,sauni,,sauni,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5160
1943,Savan,savan,,savan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5164
1944,Savia,savia,,savia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5168
1945,Sawan,sawan,,sawan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5178
1946,Sawrn,sawrn,,sawrn,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5185
1947,Sayda,sayda,,sayda,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5191
1948,Sayja,sayja,,sayja,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5193
1949,Sayma,sayma,,sayma,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5194
1950,Sayna,sayna,,sayna,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5195
1951,Sayra,sayra,,sayra,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5196
1952,Sazi,sazi,,sazi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5197
1953,Sazia,sazia,,sazia,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5198
1954,Sazid,sazid,,sazid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5199
1955,Sazya,sazya,,sazya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5202
1956,Schin,schin,,schin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5203
1957,Seeba,seeba,,seeba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5205
1958,Seeva,seeva,,seeva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5212
1959,Sehin,sehin,,sehin,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5217
1960,Sejan,sejan,,sejan,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5228
1961,Sekha,sekha,,sekha,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5229
1962,Selva,selva,,selva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5231
1963,Sema,sema,,sema,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5232
1964,Sen,sen,,sen,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5233
1965,Sera,sera,,sera,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5236
1966,Serul,serul,,serul,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5237
1967,Sethi,sethi,,sethi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5238
1968,Seti,seti,,seti,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5239
1969,Seva,seva,,seva,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5240
1970,Sevak,sevak,,sevak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5241
1971,Shabi,shabi,,shabi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5250
1972,Shafi,shafi,,shafi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5268
1973,Shah,shah,,shah,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5271
1974,Shaid,shaid,,shaid,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5305
1975,Shalu,shalu,,shalu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5342
1976,Shama,shama,,shama,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5344
1977,Shami,shami,,shami,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5347
1978,Shani,shani,,shani,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5365
1979,Shanu,shanu,,shanu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5378
1980,Sheak,sheak,,sheak,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5428
1981,Sheh,sheh,,sheh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5436
1982,Shekh,shekh,,shekh,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5442
1983,Shela,shela,,shela,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5446
1984,Sher,sher,,sher,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5452
1985,Sheru,sheru,,sheru,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5453
1986,Shi,shi,,shi,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5457
1987,Shib,shib,,shib,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5459
1988,Shiba,shiba,,shiba,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5460
1989,Shibu,shibu,,shibu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5461
1990,Shika,shika,,shika,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5465
1991,Shil,shil,,shil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5467
1992,Shila,shila,,shila,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5468
1993,Shilu,shilu,,shilu,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5473
1994,Shima,shima,,shima,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5474
1995,Shine,shine,,shine,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5479
1996,Shish,shish,,shish,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5483
1997,Shiya,shiya,,shiya,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5509
1998,Shjad,shjad,,shjad,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5510
1999,Shkil,shkil,,shkil,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5511
2000,Shkur,shkur,,shkur,balasahebgulave/Dataset-Indian-Names Indian_Names.csv,2,,5514
